NAMESPACE            NAME                                                 READY   STATUS                   RESTARTS       AGE     IP              NODE                         NOMINATED NODE   READINESS GATES
tigera-operator      tigera-operator-7fc95779c7-h95kt                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-h98mk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-h99lh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-h9fr5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-h9m5c                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-h9r9m                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-h9zt8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hb74t                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hbhv8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hbp5x                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hbth4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hbtmg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hbz9f                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hc26x                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hc4z8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hc6zf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hc8zj                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hcfvh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hcjgz                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hcjs4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hclgt                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hcqpg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hcvfw                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hd474                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hdcq4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hdgfs                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hdjvl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hdm6v                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hf69t                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hfbcj                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hflx4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hfpgd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hftpx                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hg2tf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-hg6g9                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
